title,content,link
c++기반 sdk와 안드로이드 앱의 연결,드론내부에 C++기반 sdk키트와그 드론을 조종하는 안드로이드앱을 연동하려하는데c++기반과 자바기반으로 서로 언어가 다른데어떻게 해야 하나요... 조언 부탁드립니다..,http://okky.kr/article/341391
[대전] C++경력개발자 및 C#경력개발자 구합니다. (정규직),"안녕하세요.(주)칼리온 채용담당자입니다.(주)칼리온은 최고의 기술력으로 세상에 더 나은 가치를 제공하기 위해2015년1월에설립한 연구개발 기업으로서 ?대전 유성구 테크노밸리에 위치하고있습니다.현재 국가과제로 4년간 연구비 지원을 받아 3D 스캐너를 연구 개발하고 있습니다.사내 어플리케이션 및 협력업체의 어플리케이션 개발을 담당할 C++경력개발자 및 C#경력개발자를 아래와 같이 구합니다.모집분야/인원모집분야담당업무자격요건우대사항모집인원C++개발자(정규직)의료용SW개발대졸(4년 이공계)경력3년~10년Visual C++,MFCVolume rendering, 의료용SW, DICOM 개발경험자1C#개발자(정규직)웹개발대졸(4년 이공계)경력3년~10년ASP.NETMVC1급여 : 회사내규에 따름근무시간 : 월~금 9시~18시채용기간 : ~2016년 6월30일 (채용시까지)전형절차 : 1차 서류, 2차 면접제출서류 : 자기소개서, 경력기술서 (자유양식으로 작성하시되, 지원분야에 대한 자세한 경력을 기록해 주시기 바랍니다.)근무시작 : 합격 후 즉시메일주소 :hr@kallion.tech전화번호 : 042-936-4030주소 : 대전광역시 유성구 테크노3로 65 한신에스메카 518호감사합니다.",http://okky.kr/article/332838
"IVR 개발자, 서울 금천, 정규직","안녕하세요.인재추천 전문회사 제이와이파트너스의 헤드헌터 김남용입니다.IVR개발자를 급히 찾고 있습니다.--1. 모집요강l모집부문: IVR개발자 (정규직)l주요담당업무: Avaya IVR 관련 시나리오 개발 및 기존 Avaya IVR 사이트
기술지원(장애처리 및 시나리오 추가개발 등)l자격요건-사용가능 개발언어: JAVA 위주 + C++-경력기간: 2년 이상 (사원~과장급)-다른 IVR 솔루션 개발 경험 및 시나리오 개발
경험자 우대l근무지: 금천구 가산동l연봉: 면접 후 협의 (업계 최고 수준 보장)2. 제출서류 및 모집기간-국문이력서, 자기소개서, 경력기술서-필수기재 : 기존연봉, 희망연봉, 이직가능시기-모집마감 : ASAP*이력서 회신을 주신 후 확인
문자 부탁드립니다.(간혹 메일 수신이 안 되는 경우가 있습니다.)*경력기술서:보유기술 및 경험직무를 모집요강에포커스를 맞추어상세히작성3. 담당자제이와이파트너스 김남용02-2051-6630 (휴대폰 연결)Email :nykim@jypartners.com※ 지원이 곤란하신 경우 지인을 추천해 주셔도 좋습니다.※ 문의사항 있으시면 언제든지 연락 주십시오.--",http://okky.kr/article/330588
[프리랜서] 현대캐피탈 경력직 개발자 채용,"[프리랜서] 현대캐피탈 경력직 개발자 채용여의도, Java, C/C++#C/C++ #Java #MySQL #Oracle안녕하세요.IT 전문 헤드헌팅 기업 (주)이브레인입니다.일반적인 프리랜서 찾는 구인공고와는 매우 다르니 꼭 잘 읽어주시면 좋겠습니다.본 프로젝트에 대한 계약은 현대캐피탈 본사와 직접 하시게 되며,업무성과에 따라 향후 정규직 전환 등 다른 기회가 생길 수 있습니다.좋은 근무 환경 속에서 최고의 결과물을 뽑아낼 자신 있는고수 개발자분들을 찾고 있습니다.최고의 분들에게 최고의 대우를 해드리려 합니다.아래 업무 내용 읽어보시고 개발에 자신 있으신 분들,많은 지원 바라고 기타 궁금한 내용은 메일 주시기 바랍니다. (recruit@ebrain.kr)감사합니다.개요고용 형태: 프리랜서고용 인원: 00명업무 기간: 6개월채용 시기: 6월 중근 ?무 ?지: 여의도 본사모집 분야 및 자격 요건공통 사항 : Java 또는 C/C++ 숙련자, 개발 경력 3년 이상스냅샷 웹크롤러 개발담당업무 : HTML Parsing, Configuration 기반 수집문서 정체 기능 포함우대요건 : 웹 크롤러 개발 및 운영 경험사전편집 관리 툴 개발담당업무 : 입력화면 개발, 데이터베이스 연동우대요건 : MySQL 또는 Oracle DB 사용 경험테스트용 사이트 개발담당업무 : 오픈소스 검색엔진을 사용한 테스트용 사이트 개발우대요건실제 오픈소스 검색엔진(Elastic Search, Solr)을 설치하여 구축해 본 경험품질 검증을 위한 테스트 검색 사이트 (A/B test, Blind test) 구축 경험데이터 추출 정제 프로그램 개발담당업무 : 정해진 Rule에 따라 데이터를 추출/정제하는 프로그램 개발우대요건 : MySQL 또는 Oracle DB 사용 경험복리후생4대 보험주5일제서류 제출필요 서류: 경력기술서가 포함된 자기소개서 1부(이력서에 희망연봉 기재)제출 기한 및 방법:recruit@ebrain.kr로 제출하여 주십시오.※서류 제출 시, 지원하시는포지션을 명확히 기재해 주시기 바랍니다.감사합니다.",http://okky.kr/article/330132
C++에서 2차원배열을 함수로전달할때 두가지 방법에 대해,"C++에서 2차원배열을 매개변수로 받는함수에 배열을 전달할 때 두가지 방법을 보게 되었는데,voidinit(intarr[][10]);//1번방법voidinit(int(*arr)[10]);//2번방법intmain(){intarray[10][10];init(array);}저는 2번방법을 먼저알아서 지금까지 저렇게 사용해 왔는데,1번방법을 보고나니 더 간단해보여서 질문드립니다.두 방법이 성능이나 기능면에서 차이가 있나요?아시는분은 알려주시면 감사하겠습니다!",http://okky.kr/article/328992
[헤드헌팅_정규직]  C/C++ 개발자,"[삼성협력업체] C/C++개발자■C/C++개발자[공통 자격요건] 정규직/full-time- C/C++ 코딩 능력- UNIX/ LINUX 환경 개발경험- 관련경력
최소 3년이상~8년(대리과장초) / 최대 80년생까지- 남녀불문* 채용배용- 신규인원
보강 충원 / 솔루션 연구개발 인력 채용* 기타- 근무지: 경기도 안양- 업무환경은 자유로운 분위기이며
업무 강도는 높지 않습니다.- 안정적으로 오래 근속할 수
있는 회사입니다.- 근무시간 탄력근무시간 시행합니다.- 아래
세 포지션 중 본인의 업무 역량에 맞는 포지션으로 기재요청(1지망.2지망.3지망 기재 가능)코딩능력(C/C++)이 우선적인 필수 조건이며 면접 시 본인의 역량과 면접관들과 이야기를 나눈 후 희망하는 업무를 우선적으로
맡게됩니다. 나열된 우대조건은 말그대로
우대사항입니다.1.다국어 입력 솔루션 개발(2~3명)[업무]모바일
다국어 입력 솔루션 개발[자격요건]- C/C++? 언어 능숙자- java언어 가능자- UNIX/ LINUX 환경 개발경험자- 임베디드
경력자 우대- 석사
우대(자연어처리 전공자등)- 기계학습.통계적 번역시스템 개발 경력자 우대2.인공지능(AI) (2~3명)[업무]신경망(RNN) 고도화 개발[자격요건]-언어모델링
지식 보유자(인공지능)-C/C++ 언어 능숙자-UNIX/ LINUX 환경 개발경험자-알고리즘
구현 능숙자-임베디드
경력자 우대-석사
우대-계층
신경망 개발 경험자 우대-수학함수
개량 경험, 병렬 분산 프로그램 가능자 우대3.빅데이터 개발(2명)[업무]빅데이터
개발[자격요건]- C/C++? 언어 능숙자- java. Mysql, NoSQL 등 언어 사용자- UNIX/ LINUX 환경 개발 경험자- 데이터
분석 경험자 우대- 빅데이터 (Hadoop, Sqoop, Flume, Hive, Pig, Spark, R, Solr, Elasticsearch,
Oozie, Zookeeper, NoSQL 등) 구축 및 개발 경력자 우대국문 또는 영문이력서 제출:spring@humantree.netRecruiting Consultant: 박주현 차장 (02-597-3623)",http://okky.kr/article/326430
C++ winform 프로그래밍,,http://okky.kr/article/326034
"[정규직]음성인식 및 가상상담 연구, 개발를 담당할 C/C++, Java, Python 개발자를 모십니다.","저희 ㈜솔루게이트는 5.6억원의 자본금으로 자연어처리, 음성인식, 음성합성, 가상상담, 스마트컨텍센터등의 사업을 영위하는 작지만 내실있는 기업입니다.음성인식 및 가상상담부문 여러 특허를 보유한 알찬 회사입니다.가족같은 분위기에서 열정과 패기를 갖춘 역동적인 회사를 이끌어갈 능력있는분을 모십니다.1. 음성인식- 업무 : 음성인식 개발- 구인인력 : 0명- 접수마감 : 2016.4.13- 근무 : 2016.04월부터(조정가능)- 학력 : 무관- 경력 : 신입 및 경력자- 스킬 :C/C++, JAVA, 파이썬 등…- 우대조건 :+ 음성인식 및 자연어 처리 분야 전공자+음성인식 및 검색엔진 관련 스킬 보유자+ 자연어 처리 관련 스킬 보유자 우대2. 가상상담시스템- 업무 : 가상상담시스템 개발-구인인력 : 0명- 접수마감 : 2016,04,13- 근무 :2016.04월부터(조정가능)- 학력 : 무관- 경력 :신입 및 경력자- 스킬 :AVA, Spring, Maven, 전자정부프레임워크, Jquery, JS 등…- 우대조건 :+음성인식 및 자연어 처리 분야 전공자+자연어 처리 관련 스킬 보유자 우대- 담당자 연락처 : 010-9094-9117 /e-메일접수(cssong@solugate.com)- 화일명 : 개발자명_지원프로젝트_희망단가로 표기- 제출 서류 : 지원자자유 이력서 및 경력서감사합니다.내용중 문의 사항이 계시면 언제든지 연락주십시요.",http://okky.kr/article/321133
씨쁠쁠 고수분 리눅스에 .so파일 만드는 법좀 알려주세요 ㅜㅜㅜ,"버티카에서 c++을 사용하기 위해서는.so파일을 불러와야 한다고 하더라고요,그래서 패키지에 씨++언어로 만들어진 파일을 서버로 옴긴 후변화를 주어 .so 파일로 만들어야 하는데...어떻게 만들어야하는지 1도 모르겠습니다...검색해보니 c++로 so파일을 만드는게 맞는거 같은데 당최 방법을 모르겠네요 혹시 아시는분 계신가요???",http://okky.kr/article/320997
Tomcat 구동 중 jre c++ debug error가 발생하더니 tomcat이 죽네요;;,"안녕하세요 오키 회원분들.눈팅만 하다가 어려움이 생겨 염치불구하고도움을 구하게 되어 송구스럽습니다.tomcat이 잘 돌다가 난데없이 위 그림과 같은 오류창이 뜨더니 tomcat이 죽어서요.미천한 제 지식으로는 heap 메모리 영역에 관한 문제인 것 같은데...기존 tomcat 구동 옵션(setenv.bat)으로set JAVA_OPTS=-server ?-Xms512m -Xmx2048m -XX:NewSize=256m-XX:MaxNewSize=256m -XX:PermSize=128m-XX:MaxPermSize=256m -XX:NewRatio=2 -XX:SurvivorRatio=5 -XX:ReservedCodeCacheSize=256m -XX:+DisableExplicitGC -XX:+UseConcMarkSweepGC -XX:+AggressiveOpts -Djava.net.preferIPv4Stack=true -Djava.awt.headless=true이렇게 사용하고 있었습니다.현재 운영중인 서버(Physical Server)는 메모리가 32기가입니다.혹시나 하여 우선 구동 옵션을-XX:MaxNewSize=512m -XX:PermSize=256m위 두가지 항목을 변경해서 다시 서버를 올렸습니다.아직까지는 오류창이 뜨거나 하지는 않았는데 불안불안 하네요;;아래는 현재 사용 중인 version 입니다.JDK - 1.7.0_79JRE - 1.7.0_79-b15Tomcat - 8.0.30혹시 이런 현상 겪어보신 분, 혹은 어떤 현상인지 아시는 분 있으시면 도움좀 부탁드립니다.!",http://okky.kr/article/320860
수도권 /지방 SM 및 SI프로젝트,"엘리야테크입니다.아래와 같이 프로젝트 정보 공유하오니 가능하신 분야와 이력서 회신 부탁드리며,단가는 사전에 협의/반영 드리겠습니다.*.지방 및 수도권 프로젝트0.SM 울산 00공단 퇴직연금 운영/업무경력 무관/체재비 포함하여 단가 협의-즉시~2년, 자바 초급 1, 중급 1명-퇴직연금경험이 없더라도 금융권 경험 필수----------------------------------------0.si 나주 우정국 proc고급-즉시~12월/체재비 포함하여 단가 협의----------------------------------------0.SI 전주 국민연금 5월-12월 / 숙식 또는 체제비 제공 / ProFrame에 C 경력자 중급-고급----------------------------------------0.SM 나주 한전 KDN GIS시스템 운영/숙소제공-자바 중급+GIS유경험자----------------------------------------0.sm 강남-> 충남태안 한전계열사 / 경력증빙 가능자-4/20일 또는 4/25일 사이~3년 이상1)6월10일까지 강남에서 근무 => 이후 태안에서 근무 [체제비 60여만원 지원]2)자바 중급 남자분 [고급은 확정]*인터뷰는 서울에서 진행합니다.----------------------------------------0.SI 덕평 LG인화원 내부 업무(숙식 제공) / 50세이하* 등급 : 자바 고급 + MS SQL경험자.* 요구기술 및 기간 / 분석, 설계, 개발 가능한 PM급 자바 고급 1명(즉시 ~5개월),----------------------------------------0.si 수원 삼성전자 포탈관리 시스템기간 : 4월 18일 ~ 6 개월 / 4월 25일 ~ 6 개월 / 5월 2일? ~? 5 개월 / 6월 1일? ~? 4 개월등급 : 초급 0 명, 중급 0명 ==> java Miplatform----------------------------------------0.si 수원 삼성전자 수원 SSD 포탈구축즉시~6개월 /자바,JQUERY 중급3명----------------------------------------0.si 수지 동천역 2분 거리 (신분당선 개통 강남역 20분) IBK 원알림프로젝트 관리자 부문 개발/금융권 경험자등급 : 고급 1명 즉시 ~ 3개월 (이번주 인터뷰 차주 월요일 투입 가능자)기술 : 자바 JSP Sring / SQL문 작성 가능자----------------------------------------0.SM 판교 M생명 인터페이스 개발/운영 프로젝트- 담당업무 : M생명 운영 프로젝트 (대외계 : MC CUBE, EAI : 메가웨어)- 필요인력 : 초상(중급가능) 1명(35세 이하) +? C언어, 소켓 프로그래밍, 대내외I/F 유경험자- 투입기간 :?즉시~12월----------------------------------------0.SI 판교 카카오뱅크 프로젝트-JAVA 분석/설계/개발 고급 00명 *뱅킹 유경험자 + 은행권 경험자 필수-즉시~6개월 이상----------------------------------------0.si 서현역 00은행 모바일 개발/금융권 경험 필수-기간 : 2016.04 ~ 2016.06 / iOS : 중급, Android 중급----------------------------------------0.si 분당 kt 신규 서비스 개발 및 인터페이스/업무강도 낮음스킬? : java 만 잘하면 됩니다. /초상-중급 2명,,기간? : 즉시 ~ 5개월----------------------------------------0.si 파주 LG디스플레이 설비셋업 및 제어시스템 개발(통근버스 제공함)-기간 : 투입일~6개월이상 (본인이 원할 시는 장기근무 가능)-스킬 :? c# 닷넷 초급 5명 [년중 언제든지 투입 가능]----------------------------------------0.sm 인천 송도?00기업 ?SAP BC(basis)모듈 초급자기 간 : 5월 2일부터 년단위----------------------------------------0.si 판교 SKT 과금 프로젝트-기간 : 4월 18일 ~? 7월 31일-C,C++? SKT 과금개발 경력 유경험자 고급 2명=끝=.항상 감사합니다!오늘도 행운이 함께 하시기 바랍니다!(주)엘리야테크 ☎ 02-6925-1597, fax)02-6925-1598=========================================≪SI사업부≫정시훈이사 : ☎ 010-4605-6125이영수부장 : ☎ 010-9941-1937이현정부장 : ☎ 010-3178-1853=========================================우)153-781 서울시 금천구 가산동 월드메르디앙1차 406호. fax:02-6925-1598 Email:lg65005@naver.com",http://okky.kr/article/320793
"[음성인식 및 가상상담]C/C++, Java, Python 개발자 구인","저희 ㈜솔루게이트는 5.6억원의 자본금으로 자연어처리, 음성인식, 음성합성, 가상상담, 스마트컨텍센터등의 사업을 영위하는 작지만 내실있는 기업입니다.음성인식 및 가상상담부문 여러 특허를 보유한 알찬 회사입니다.가족같은 분위기에서 열정과 패기를 갖춘 역동적인 회사를 이끌어갈 능력있는분을 모십니다.1. 음성인식- 업무 : 음성인식 개발- 구인인력 : 0명- 접수마감 : 2016.4.13- 근무 : 2016.04월부터(조정가능)- 학력 : 무관- 경력 : 신입 및 경력자- 스킬 :C/C++, JAVA, 파이썬 등…- 우대조건 :+ 음성인식 및 자연어 처리 분야 전공자+음성인식 및 검색엔진 관련 스킬 보유자+ 자연어 처리 관련 스킬 보유자 우대2. 가상상담시스템- 업무 : 가상상담시스템 개발-구인인력 : 0명- 접수마감 : 2016,04,13- 근무 :2016.04월부터(조정가능)- 학력 : 무관- 경력 :신입 및 경력자- 스킬 :AVA, Spring, Maven, 전자정부프레임워크, Jquery, JS 등…- 우대조건 :+음성인식 및 자연어 처리 분야 전공자+자연어 처리 관련 스킬 보유자 우대- 담당자 연락처 : 010-9094-9117 /e-메일접수(cssong@solugate.com)- 화일명 : 개발자명_지원프로젝트_희망단가로 표기- 제출 서류 : 지원자자유 이력서 및 경력서감사합니다.내용중 문의 사항이 계시면 언제든지 연락주십시요.",http://okky.kr/article/320160
서울권 SM 및 SI프로젝트,"엘리야테크입니다.아래와 같이 프로젝트 정보 공유하오니 가능하신 분야와 이력서 회신 부탁드리며,단가는 사전에 협의/반영 드리겠습니다.0.SM 충정로?00보험 프로젝트 개발 및 유지보수/손해보험(자동차 보상, 장기/일반 손사업무)*손해보험 경력자면 지원가능- 기간 : 4월 ~ 12월(9개월)- 등급 : 자바 + X플렛폼 [초급(1~2명), 중급(3~4명), 고급(1~2명)]--------------------------0.SM 을지로 롯데 면세점 운영-4/11~연말 이후 재계약 예정-자바 초 중 고 급 가각 9명씩 [ 전자 상거래 또는 면세점/쇼핑몰 유경험자]--------------------------0.SI 공덕동?00기업 프로젝트- 스킬 : Html5 가능한 자바개발자 고급 3명- 기간 : 4월 4일 ~ 6월30--------------------------0.si 광화문 00생명 퇴직연금 시스템 구축*중-고급: 신계약.보전.지급.자산운용.사후관리 등 유경험자-4/18일 ~ 6개월 :: 자바 고급 1명(업무 리딩 가능자), 자바 중급1-5/1 ~ 6개월1)중급 2명:5/1~6개월2)초급 2명: :5/1~6개월, 보험 업무 유경험자이면 지원 가능------------------------0.SI 양재동 스마트폰 뱅킹 프로젝트-기간 : 4월 초 ~ 4개월-등급 :1)고급 1명 하이브리드웹 (은행업무 유경험자)2)중급 3명(2명 업무경력 무관, 1명 은행경험)3)초급 1명 하이브리드웹(금융 유경험자)------------------------0.SI 양재농협 모바일뱅킹/업무경력 무관/KOSA증빙 가능자-자바 중급/ 4월4일~8개월--------------------------0.SI 양재 농협IT센터(하이브랜드) 농협은행 오픈플랫폼 구축/KOSA증빙 가능자-4월 초 투입~4개월 이상1)분석/설계(전문) : JAVA 고급 개발자 4명, 중상급 개발자 1명*5명이 각자? 가상계좌, 신용카드결제, 자산관리, 제휴API, 에스크로 파트별 리더로 업무를 담당2)금융권 유경험자 중급 2명--------------------------0.SI 상암동 00은행 위비 뱅키스-4.4~11월/안드로이드 1명 , IOS 1명 분석설계 가능자--------------------------0.SI 공덕역?일본계기업 팩키지개발 / 일본어 독해 가능자스킬 : C++ 개발 환경 경험자등급 : 무관 / 인원 0명기간 : 5/1 ~12/31 ; 8개월(이후 연장 가능)--------------------------0.SI 상암 00기업 매장 가망/단골 고객관리App 개발-기간 : 2016.04.18 ~ 2016.08.17* 요구기술 및 인원- App 개발(고급 2명, 중급 2명) / 앱 개발 경험 5년 이상, Hybrid App 개발 경험=끝=.항상 감사합니다!오늘도 행운이 함께 하시기 바랍니다!(주)엘리야테크 ☎ 02-6925-1597, fax)02-6925-1598=========================================≪SI사업부≫정시훈이사 : ☎ 010-4605-6125이영수부장 : ☎ 010-9941-1937이현정부장 : ☎ 010-3178-1853=========================================우)153-781 서울시 금천구 가산동 월드메르디앙1차 406호. fax:02-6925-1598 Email:lg65005@naver.com",http://okky.kr/article/319581
"[정규직]C/C++, Java, Python 개발자 구인!","저희 ㈜솔루게이트는 5.6억원의 자본금으로 자연어처리, 음성인식, 음성합성, 가상상담, 스마트컨텍센터등의 사업을 영위하는 작지만 내실있는 기업입니다.음성인식 및 가상상담부문 여러 특허를 보유한 알찬 회사입니다.가족같은 분위기에서 열정과 패기를 갖춘 역동적인 회사를 이끌어갈 능력있는분을 모십니다.1. 음성인식- 업무 : 음성인식 개발- 구인인력 : 3명- 접수마감 : 2016.3.31- 근무 : 2016.04월부터- 학력 : 무관- 경력 : 신입 및 경력자- 스킬 :C/C++, JAVA, 파이썬 등…- 우대조건 :+?분석, 설계 가능자+음성인식 및 검색엔진 관련 스킬 보유자2. 가상상담시스템- 업무 : 가상상담시스템 개발-구인인력 : 4명- 접수마감 : 2016,03,31- 근무 :2016.04월부터- 학력 : 무관- 경력 :신입 및 경력자- 스킬 :AVA, Spring, Maven, 전자정부프레임워크, Jquery, JS 등…- 우대조건 :+자연어 처리 관련 스킬 보유자 우대- 담당자 연락처 : 010-9094-9117 /e-메일접수(cssong@solugate.com)- 화일명 : 개발자명_지원프로젝트_희망단가로 표기- 제출 서류 : 지원자자유 이력서 및 경력서감사합니다.내용중 문의 사항이 계시면 언제든지 연락주십시요.",http://okky.kr/article/318764
"[정규직]C/C++, Java, Python 개발자를 모십니다.","저희 ㈜솔루게이트는 5.6억원의 자본금으로 자연어처리, 음성인식, 음성합성, 가상상담, 스마트컨텍센터등의 사업을 영위하는 작지만 내실있는 기업입니다.음성인식 및 가상상담부문 여러 특허를 보유한 알찬 회사입니다.가족같은 분위기에서 열정과 패기를 갖춘 역동적인 회사를 이끌어갈 능력있는분을 모십니다.1. 음성인식- 업무 : 음성인식 개발- 구인인력 : 3명- 근무 : 2016.03월부터- 학력 : 무관- 경력 : 신입 및 경력자- 스킬 :C/C++, JAVA, 파이썬 등…- 우대조건 :+?분석, 설계 가능자+음성인식 및 검색엔진 관련 스킬 보유자2. 가상상담시스템- 업무 : 가상상담시스템 개발-구인인력 : 4명- 근무 :2016.03월부터- 학력 : 무관- 경력 :신입 및 경력자- 스킬 :AVA, Spring, Maven, 전자정부프레임워크, Jquery, JS 등…- 우대조건 :+자연어 처리 관련 스킬 보유자 우대- 담당자 연락처 : 010-9094-9117 /e-메일접수(cssong@solugate.com)solugate@solugate.com- 화일명 : 개발자명_지원프로젝트_희망단가로 표기- 제출 서류 : 지원자자유 이력서 및 경력서감사합니다.내용중 문의 사항이 계시면 언제든지 연락주십시요.",http://okky.kr/article/318492
"[정규직]C/C++, Java, Python 개발자를 모십니다.","저희 ㈜솔루게이트는 5.6억원의 자본금으로 자연어처리, 음성인식, 음성합성, 스마트컨텍센터, SI개발등의 사업을 영위하는 작지만 내실있는 기업입니다.음성인식 및 가상상담부문 여러 특허를 보유한 알찬 회사입니다.가족같은 분위기에서 열정과 패기를 갖춘 역동적인 회사를 이끌어갈 능력있는분을 모십니다.1. 음성인식- 업무 : 음성인식 및 무인상담시스템 개발- 구인인력 : 3명- 근무 : 2016.03월부터- 학력 : 무관- 경력 : 신입 및 경력자- 스킬 :C/C++, JAVA, 파이썬 등…- 우대조건 :+?분석, 설계 가능자+음성인식 및 검색엔진 관련 스킬 보유자2. 무인상담(가상상담)- 업무 : 음성인식 및 무인상담시스템 개발-구인인력 : 4명- 근무 :2016.03월부터- 학력 : 무관- 경력 :신입 및 경력자- 스킬 :AVA, Spring, Maven, 전자정부프레임워크, Jquery, JS 등…- 우대조건 :+자연어 처리 관련 스킬 보유자 우대- 담당자 연락처 : 010-9094-9117 /e-메일접수(cssong@solugate.com)solugate@solugate.com- 화일명 : 개발자명_지원프로젝트_희망단가로 표기- 제출 서류 : 지원자자유 이력서 및 경력서감사합니다.내용중 문의 사항이 계시면 언제든지 연락주십시요.",http://okky.kr/article/318212
서울권 SM 및 SI프로젝트 검토 부탁드립니다.,"엘리야테크입니다.아래와 같이 프로젝트 정보 공유하오니 가능하신 분야와 이력서 회신 부탁드리며,단가는 사전에 협의/반영 드리겠습니다.0.SM (역삼동)?공공기관 퇴직연금 운영 / 퇴직연금 유경험자- 자바 중급 ,, 인수인계 : 1~2주 필요- 기간 : 즉시 ~16년 10월 31일까지* 3/17일 목요일 오전에 인터뷰 가능한 분-------------------------------------0.SI? 여의도 00기업 정보계 구축 UNIX C++ 중-고급 2명-3월21일/23일 사이~6개월 이상-------------------------------------0.si 을지로? 00기업 unix-c 중급 3명/pm별도 상주-통신유경험자_인터페이스 가능자-4월~2017.06월 예정-------------------------------------0.SI :: 업무강도 노말합니다.-즉시-총5개월-자바 고급-월요일 오후 인터뷰(가산에서) 후 화요일 경 출근1.가산디지탈역 정보화과제 구축 수정개발 1개월 이후 바로2.남부터미날 00협회 ASP=>자바 전환관련 화면 개발, 4개월=끝=.항상 감사합니다!오늘도 행운이 함께 하시기 바랍니다!(주)엘리야테크 ☎ 02-6925-1597, fax)02-6925-1598=========================================≪SI사업부≫정시훈이사 : ☎ 010-4605-6125이영수부장 : ☎ 010-9941-1937이현정부장 : ☎ 010-3178-1853=========================================우)153-781 서울시 금천구 가산동 월드메르디앙1차 406호. fax:02-6925-1598 Email:lg65005@naver.com",http://okky.kr/article/316359
개발자가 행복한 창소프트에서 윈도우 응용프로그램 개발자를 구합니다.,"개발자가 행복한 창소프트 아이앤아이에서 윈도우응용프로그램 개발자를 찾습니다.회사소개 :http://www.chang-soft.com/about창소프트 아이앤아이는 건축 분야의 벤처 소프트웨어 개발 기업으로 현재 17명이 근무하고 있으며BuilderHub라는 높은 수준의 윈도우 데스크탑용 건축용 BIM소프트웨어를 독자개발하고 있습니다.현재?개발자의 인원 보충이 필요하게 되어 다음과 같이 새로운 인재를 영입하고자 합니다.필수사항 :1. c++또는 C# 2년 이상의 개발경험2. 영문 라이브러리 매뉴얼 독해능력3. 공간도형에 대한 수학적 이해력우대사항:1. 3D 그래픽스 프로그래밍 (OpenGL,DX, 게임엔진, VTK, 기타 3D Scenegraph 기반 3D 라이브러리 경험)2. 3D CAD Kernel에 대한 경험과 이해 (ACIS, Parasolid, OCC 등)3. 건축/토목/기계 전공자연봉 :경력과 가능성에 따라 협의 (3000~5000만원 또는 그 이상)특기사항 :개발자를 중시여기며 개발자가 행복한 회사를 지향합니다.특별한 일이 없는 한 야근 없음. 중식제공연차 범위내(경력에 따라 15일이상)에서 팀장과 간단히 일정협의 후 자유롭게 연차사용.애자일 기반의 개발 문화를 가지고 있으며, 팀 협업 분위기 매우 좋음.매주 업무시간중?사내 세미나 2시간씩 진행지원방법 :admin@chang-soft.com으로 자유형식으로 입사지원서 써서 지원바랍니다.문의사항 02-563-1321 이상수 실장",http://okky.kr/article/315915
